[0/200] [12642 steps] [state (40, 76)] [goal (105, 178)] [h_dist 167]
[0/200] [12643 steps] [state (40, 75)] [goal (105, 178)] [h_dist 168]
[0/200] [12644 steps] [state (40, 74)] [goal (105, 178)] [h_dist 169]
[0/200] [12645 steps] [state (39, 74)] [goal (105, 178)] [h_dist 170]
[0/200] [12646 steps] [state (39, 73)] [goal (105, 178)] [h_dist 171]
[0/200] [12647 steps] [state (40, 73)] [goal (105, 178)] [h_dist 170]
[0/200] [12648 steps] [state (41, 73)] [goal (105, 178)] [h_dist 169]
[0/200] [12649 steps] [state (40, 73)] [goal (105, 178)] [h_dist 170]
[0/200] [12650 steps] [state (39, 73)] [goal (105, 178)] [h_dist 171]
[0/200] [12651 steps] [state (38, 73)] [goal (105, 178)] [h_dist 172]
[0/200] [12652 steps] [state (39, 73)] [goal (105, 178)] [h_dist 171]
[0/200] [12653 steps] [state (39, 74)] [goal (105, 178)] [h_dist 170]
[0/200] [12654 steps] [state (39, 75)] [goal (105, 178)] [h_dist 169]
[0/200] [12655 steps] [state (38, 75)] [goal (105, 178)] [h_dist 170]
[0/200] [12656 steps] [state (37, 75)] [goal (105, 178)] [h_dist 171]
[0/200] [12657 steps] [state (36, 75)] [goal (105, 178)] [h_dist 172]
[0/200] [12658 steps] [state (36, 74)] [goal (105, 178)] [h_dist 173]
[0/200] [12659 steps] [state (36, 75)] [goal (105, 178)] [h_dist 172]
[0/200] [12660 steps] [state (36, 76)] [goal (105, 178)] [h_dist 171]
[0/200] [12661 steps] [state (36, 77)] [goal (105, 178)] [h_dist 170]
[0/200] [12662 steps] [state (37, 77)] [goal (105, 178)] [h_dist 169]
[0/200] [12663 steps] [state (38, 77)] [goal (105, 178)] [h_dist 168]
[0/200] [12664 steps] [state (39, 77)] [goal (105, 178)] [h_dist 167]
[0/200] [12665 steps] [state (40, 77)] [goal (105, 178)] [h_dist 166]
[0/200] [12666 steps] [state (41, 77)] [goal (105, 178)] [h_dist 165]
[0/200] [12667 steps] [state (41, 78)] [goal (105, 178)] [h_dist 164]
[0/200] [12668 steps] [state (41, 77)] [goal (105, 178)] [h_dist 165]
[0/200] [12669 steps] [state (40, 77)] [goal (105, 178)] [h_dist 166]
[0/200] [12670 steps] [state (40, 76)] [goal (105, 178)] [h_dist 167]
[0/200] [12671 steps] [state (40, 77)] [goal (105, 178)] [h_dist 166]
[0/200] [12672 steps] [state (40, 78)] [goal (105, 178)] [h_dist 165]
[0/200] [12673 steps] [state (41, 78)] [goal (105, 178)] [h_dist 164]
[0/200] [12674 steps] [state (42, 78)] [goal (105, 178)] [h_dist 163]
[0/200] [12675 steps] [state (43, 78)] [goal (105, 178)] [h_dist 162]
[0/200] [12676 steps] [state (44, 78)] [goal (105, 178)] [h_dist 161]
[0/200] [12677 steps] [state (43, 78)] [goal (105, 178)] [h_dist 162]
[0/200] [12678 steps] [state (43, 77)] [goal (105, 178)] [h_dist 163]
[0/200] [12679 steps] [state (42, 77)] [goal (105, 178)] [h_dist 164]
[0/200] [12680 steps] [state (42, 76)] [goal (105, 178)] [h_dist 165]
[0/200] [12681 steps] [state (42, 77)] [goal (105, 178)] [h_dist 164]
[0/200] [12682 steps] [state (41, 77)] [goal (105, 178)] [h_dist 165]
[0/200] [12683 steps] [state (42, 77)] [goal (105, 178)] [h_dist 164]
[0/200] [12684 steps] [state (43, 77)] [goal (105, 178)] [h_dist 163]
[0/200] [12685 steps] [state (43, 76)] [goal (105, 178)] [h_dist 164]
[0/200] [12686 steps] [state (43, 75)] [goal (105, 178)] [h_dist 165]
[0/200] [12687 steps] [state (43, 74)] [goal (105, 178)] [h_dist 166]
[0/200] [12688 steps] [state (42, 74)] [goal (105, 178)] [h_dist 167]
[0/200] [12689 steps] [state (42, 73)] [goal (105, 178)] [h_dist 168]
[0/200] [12690 steps] [state (42, 74)] [goal (105, 178)] [h_dist 167]
[0/200] [12691 steps] [state (42, 75)] [goal (105, 178)] [h_dist 166]
[0/200] [12692 steps] [state (42, 76)] [goal (105, 178)] [h_dist 165]
[0/200] [12693 steps] [state (42, 77)] [goal (105, 178)] [h_dist 164]
[0/200] [12694 steps] [state (42, 78)] [goal (105, 178)] [h_dist 163]
[0/200] [12695 steps] [state (43, 78)] [goal (105, 178)] [h_dist 162]
[0/200] [12696 steps] [state (43, 77)] [goal (105, 178)] [h_dist 163]
[0/200] [12697 steps] [state (43, 76)] [goal (105, 178)] [h_dist 164]
[0/200] [12698 steps] [state (43, 77)] [goal (105, 178)] [h_dist 163]
[0/200] [12699 steps] [state (44, 77)] [goal (105, 178)] [h_dist 162]
[0/200] [12700 steps] [state (44, 76)] [goal (105, 178)] [h_dist 163]
[0/200] [12701 steps] [state (44, 77)] [goal (105, 178)] [h_dist 162]
[0/200] [12702 steps] [state (43, 77)] [goal (105, 178)] [h_dist 163]
[0/200] [12703 steps] [state (43, 78)] [goal (105, 178)] [h_dist 162]
[0/200] [12704 steps] [state (44, 78)] [goal (105, 178)] [h_dist 161]
[0/200] [12705 steps] [state (45, 78)] [goal (105, 178)] [h_dist 160]
[0/200] [12706 steps] [state (46, 78)] [goal (105, 178)] [h_dist 159]
[0/200] [12707 steps] [state (45, 78)] [goal (105, 178)] [h_dist 160]
[0/200] [12708 steps] [state (45, 77)] [goal (105, 178)] [h_dist 161]
[0/200] [12709 steps] [state (46, 77)] [goal (105, 178)] [h_dist 160]
[0/200] [12710 steps] [state (45, 77)] [goal (105, 178)] [h_dist 161]
[0/200] [12711 steps] [state (45, 78)] [goal (105, 178)] [h_dist 160]
[0/200] [12712 steps] [state (45, 79)] [goal (105, 178)] [h_dist 159]
[0/200] [12713 steps] [state (45, 78)] [goal (105, 178)] [h_dist 160]
[0/200] [12714 steps] [state (46, 78)] [goal (105, 178)] [h_dist 159]
[0/200] [12715 steps] [state (45, 78)] [goal (105, 178)] [h_dist 160]
[0/200] [12716 steps] [state (45, 79)] [goal (105, 178)] [h_dist 159]
[0/200] [12717 steps] [state (46, 79)] [goal (105, 178)] [h_dist 158]
[0/200] [12718 steps] [state (47, 79)] [goal (105, 178)] [h_dist 157]
[0/200] [12719 steps] [state (46, 79)] [goal (105, 178)] [h_dist 158]
[0/200] [12720 steps] [state (46, 80)] [goal (105, 178)] [h_dist 157]
[0/200] [12721 steps] [state (46, 81)] [goal (105, 178)] [h_dist 156]
[0/200] [12722 steps] [state (46, 80)] [goal (105, 178)] [h_dist 157]
[0/200] [12723 steps] [state (47, 80)] [goal (105, 178)] [h_dist 156]
[0/200] [12724 steps] [state (46, 80)] [goal (105, 178)] [h_dist 157]
[0/200] [12725 steps] [state (46, 79)] [goal (105, 178)] [h_dist 158]
[0/200] [12726 steps] [state (46, 78)] [goal (105, 178)] [h_dist 159]
[0/200] [12727 steps] [state (46, 77)] [goal (105, 178)] [h_dist 160]
[0/200] [12728 steps] [state (46, 76)] [goal (105, 178)] [h_dist 161]
[0/200] [12729 steps] [state (45, 76)] [goal (105, 178)] [h_dist 162]
[0/200] [12730 steps] [state (44, 76)] [goal (105, 178)] [h_dist 163]
[0/200] [12731 steps] [state (44, 77)] [goal (105, 178)] [h_dist 162]
[0/200] [12732 steps] [state (44, 78)] [goal (105, 178)] [h_dist 161]
[0/200] [12733 steps] [state (44, 79)] [goal (105, 178)] [h_dist 160]
[0/200] [12734 steps] [state (43, 79)] [goal (105, 178)] [h_dist 161]
[0/200] [12735 steps] [state (43, 78)] [goal (105, 178)] [h_dist 162]
[0/200] [12736 steps] [state (43, 79)] [goal (105, 178)] [h_dist 161]
[0/200] [12737 steps] [state (42, 79)] [goal (105, 178)] [h_dist 162]
[0/200] [12738 steps] [state (41, 79)] [goal (105, 178)] [h_dist 163]
[0/200] [12739 steps] [state (41, 78)] [goal (105, 178)] [h_dist 164]
[0/200] [12740 steps] [state (40, 78)] [goal (105, 178)] [h_dist 165]
[0/200] [12741 steps] [state (40, 79)] [goal (105, 178)] [h_dist 164]
[0/200] [12742 steps] [state (40, 80)] [goal (105, 178)] [h_dist 163]
[0/200] [12743 steps] [state (39, 80)] [goal (105, 178)] [h_dist 164]
[0/200] [12744 steps] [state (40, 80)] [goal (105, 178)] [h_dist 163]
[0/200] [12745 steps] [state (40, 79)] [goal (105, 178)] [h_dist 164]
[0/200] [12746 steps] [state (41, 79)] [goal (105, 178)] [h_dist 163]
[0/200] [12747 steps] [state (41, 78)] [goal (105, 178)] [h_dist 164]
[0/200] [12748 steps] [state (41, 79)] [goal (105, 178)] [h_dist 163]
[0/200] [12749 steps] [state (41, 78)] [goal (105, 178)] [h_dist 164]
[0/200] [12750 steps] [state (40, 78)] [goal (105, 178)] [h_dist 165]
[0/200] [12751 steps] [state (41, 78)] [goal (105, 178)] [h_dist 164]
[0/200] [12752 steps] [state (40, 78)] [goal (105, 178)] [h_dist 165]
[0/200] [12753 steps] [state (40, 77)] [goal (105, 178)] [h_dist 166]
[0/200] [12754 steps] [state (40, 78)] [goal (105, 178)] [h_dist 165]
[0/200] [12755 steps] [state (40, 77)] [goal (105, 178)] [h_dist 166]
[0/200] [12756 steps] [state (41, 77)] [goal (105, 178)] [h_dist 165]
[0/200] [12757 steps] [state (41, 78)] [goal (105, 178)] [h_dist 164]
[0/200] [12758 steps] [state (41, 79)] [goal (105, 178)] [h_dist 163]
[0/200] [12759 steps] [state (42, 79)] [goal (105, 178)] [h_dist 162]
[0/200] [12760 steps] [state (42, 80)] [goal (105, 178)] [h_dist 161]
[0/200] [12761 steps] [state (42, 81)] [goal (105, 178)] [h_dist 160]
[0/200] [12762 steps] [state (41, 81)] [goal (105, 178)] [h_dist 161]
[0/200] [12763 steps] [state (42, 81)] [goal (105, 178)] [h_dist 160]
[0/200] [12764 steps] [state (43, 81)] [goal (105, 178)] [h_dist 159]
[0/200] [12765 steps] [state (42, 81)] [goal (105, 178)] [h_dist 160]
[0/200] [12766 steps] [state (43, 81)] [goal (105, 178)] [h_dist 159]
[0/200] [12767 steps] [state (43, 82)] [goal (105, 178)] [h_dist 158]
[0/200] [12768 steps] [state (43, 83)] [goal (105, 178)] [h_dist 157]
[0/200] [12769 steps] [state (43, 82)] [goal (105, 178)] [h_dist 158]
[0/200] [12770 steps] [state (42, 82)] [goal (105, 178)] [h_dist 159]
[0/200] [12771 steps] [state (42, 83)] [goal (105, 178)] [h_dist 158]
[0/200] [12772 steps] [state (41, 83)] [goal (105, 178)] [h_dist 159]
[0/200] [12773 steps] [state (42, 83)] [goal (105, 178)] [h_dist 158]
[0/200] [12774 steps] [state (42, 82)] [goal (105, 178)] [h_dist 159]
[0/200] [12775 steps] [state (42, 83)] [goal (105, 178)] [h_dist 158]
[0/200] [12776 steps] [state (42, 82)] [goal (105, 178)] [h_dist 159]
[0/200] [12777 steps] [state (42, 83)] [goal (105, 178)] [h_dist 158]
[0/200] [12778 steps] [state (43, 83)] [goal (105, 178)] [h_dist 157]
[0/200] [12779 steps] [state (44, 83)] [goal (105, 178)] [h_dist 156]
[0/200] [12780 steps] [state (44, 84)] [goal (105, 178)] [h_dist 155]
[0/200] [12781 steps] [state (44, 83)] [goal (105, 178)] [h_dist 156]
[0/200] [12782 steps] [state (44, 82)] [goal (105, 178)] [h_dist 157]
[0/200] [12783 steps] [state (45, 82)] [goal (105, 178)] [h_dist 156]
[0/200] [12784 steps] [state (46, 82)] [goal (105, 178)] [h_dist 155]
[0/200] [12785 steps] [state (45, 82)] [goal (105, 178)] [h_dist 156]
[0/200] [12786 steps] [state (46, 82)] [goal (105, 178)] [h_dist 155]
[0/200] [12787 steps] [state (47, 82)] [goal (105, 178)] [h_dist 154]
[0/200] [12788 steps] [state (47, 83)] [goal (105, 178)] [h_dist 153]
[0/200] [12789 steps] [state (47, 82)] [goal (105, 178)] [h_dist 154]
[0/200] [12790 steps] [state (47, 81)] [goal (105, 178)] [h_dist 155]
[0/200] [12791 steps] [state (47, 80)] [goal (105, 178)] [h_dist 156]
[0/200] [12792 steps] [state (47, 79)] [goal (105, 178)] [h_dist 157]
[0/200] [12793 steps] [state (48, 79)] [goal (105, 178)] [h_dist 156]
[0/200] [12794 steps] [state (48, 78)] [goal (105, 178)] [h_dist 157]
[0/200] [12795 steps] [state (48, 79)] [goal (105, 178)] [h_dist 156]
[0/200] [12796 steps] [state (49, 79)] [goal (105, 178)] [h_dist 155]
[0/200] [12797 steps] [state (48, 79)] [goal (105, 178)] [h_dist 156]
[0/200] [12798 steps] [state (47, 79)] [goal (105, 178)] [h_dist 157]
[0/200] [12799 steps] [state (47, 80)] [goal (105, 178)] [h_dist 156]
[0/200] [12800 steps] [state (47, 79)] [goal (105, 178)] [h_dist 157]
[0/200] [12801 steps] [state (46, 79)] [goal (105, 178)] [h_dist 158]
[0/200] [12802 steps] [state (45, 79)] [goal (105, 178)] [h_dist 159]
[0/200] [12803 steps] [state (44, 79)] [goal (105, 178)] [h_dist 160]
[0/200] [12804 steps] [state (44, 78)] [goal (105, 178)] [h_dist 161]
[0/200] [12805 steps] [state (43, 78)] [goal (105, 178)] [h_dist 162]
[0/200] [12806 steps] [state (44, 78)] [goal (105, 178)] [h_dist 161]
[0/200] [12807 steps] [state (43, 78)] [goal (105, 178)] [h_dist 162]
[0/200] [12808 steps] [state (43, 77)] [goal (105, 178)] [h_dist 163]
[0/200] [12809 steps] [state (44, 77)] [goal (105, 178)] [h_dist 162]
[0/200] [12810 steps] [state (43, 77)] [goal (105, 178)] [h_dist 163]
[0/200] [12811 steps] [state (42, 77)] [goal (105, 178)] [h_dist 164]
[0/200] [12812 steps] [state (43, 77)] [goal (105, 178)] [h_dist 163]
[0/200] [12813 steps] [state (43, 78)] [goal (105, 178)] [h_dist 162]
[0/200] [12814 steps] [state (43, 79)] [goal (105, 178)] [h_dist 161]
[0/200] [12815 steps] [state (43, 78)] [goal (105, 178)] [h_dist 162]
[0/200] [12816 steps] [state (43, 77)] [goal (105, 178)] [h_dist 163]
[0/200] [12817 steps] [state (42, 77)] [goal (105, 178)] [h_dist 164]
[0/200] [12818 steps] [state (41, 77)] [goal (105, 178)] [h_dist 165]
[0/200] [12819 steps] [state (41, 78)] [goal (105, 178)] [h_dist 164]
[0/200] [12820 steps] [state (42, 78)] [goal (105, 178)] [h_dist 163]
[0/200] [12821 steps] [state (42, 77)] [goal (105, 178)] [h_dist 164]
[0/200] [12822 steps] [state (41, 77)] [goal (105, 178)] [h_dist 165]
[0/200] [12823 steps] [state (40, 77)] [goal (105, 178)] [h_dist 166]
[0/200] [12824 steps] [state (39, 77)] [goal (105, 178)] [h_dist 167]
[0/200] [12825 steps] [state (39, 76)] [goal (105, 178)] [h_dist 168]
[0/200] [12826 steps] [state (39, 75)] [goal (105, 178)] [h_dist 169]
[0/200] [12827 steps] [state (38, 75)] [goal (105, 178)] [h_dist 170]
[0/200] [12828 steps] [state (39, 75)] [goal (105, 178)] [h_dist 169]
[0/200] [12829 steps] [state (39, 74)] [goal (105, 178)] [h_dist 170]
[0/200] [12830 steps] [state (39, 73)] [goal (105, 178)] [h_dist 171]
[0/200] [12831 steps] [state (40, 73)] [goal (105, 178)] [h_dist 170]
[0/200] [12832 steps] [state (41, 73)] [goal (105, 178)] [h_dist 169]
[0/200] [12833 steps] [state (41, 74)] [goal (105, 178)] [h_dist 168]
[0/200] [12834 steps] [state (41, 73)] [goal (105, 178)] [h_dist 169]
[0/200] [12835 steps] [state (40, 73)] [goal (105, 178)] [h_dist 170]
[0/200] [12836 steps] [state (41, 73)] [goal (105, 178)] [h_dist 169]
[0/200] [12837 steps] [state (42, 73)] [goal (105, 178)] [h_dist 168]
[0/200] [12838 steps] [state (41, 73)] [goal (105, 178)] [h_dist 169]
[0/200] [12839 steps] [state (41, 72)] [goal (105, 178)] [h_dist 170]
[0/200] [12840 steps] [state (41, 73)] [goal (105, 178)] [h_dist 169]
[0/200] [12841 steps] [state (40, 73)] [goal (105, 178)] [h_dist 170]
[0/200] [12842 steps] [state (41, 73)] [goal (105, 178)] [h_dist 169]
[0/200] [12843 steps] [state (41, 72)] [goal (105, 178)] [h_dist 170]
[0/200] [12844 steps] [state (40, 72)] [goal (105, 178)] [h_dist 171]
[0/200] [12845 steps] [state (39, 72)] [goal (105, 178)] [h_dist 172]
[0/200] [12846 steps] [state (39, 73)] [goal (105, 178)] [h_dist 171]
[0/200] [12847 steps] [state (38, 73)] [goal (105, 178)] [h_dist 172]
[0/200] [12848 steps] [state (38, 72)] [goal (105, 178)] [h_dist 173]
[0/200] [12849 steps] [state (39, 72)] [goal (105, 178)] [h_dist 172]
[0/200] [12850 steps] [state (39, 73)] [goal (105, 178)] [h_dist 171]
[0/200] [12851 steps] [state (39, 74)] [goal (105, 178)] [h_dist 170]
[0/200] [12852 steps] [state (40, 74)] [goal (105, 178)] [h_dist 169]
[0/200] [12853 steps] [state (40, 73)] [goal (105, 178)] [h_dist 170]
[0/200] [12854 steps] [state (40, 74)] [goal (105, 178)] [h_dist 169]
[0/200] [12855 steps] [state (41, 74)] [goal (105, 178)] [h_dist 168]
[0/200] [12856 steps] [state (42, 74)] [goal (105, 178)] [h_dist 167]
[0/200] [12857 steps] [state (42, 73)] [goal (105, 178)] [h_dist 168]
[0/200] [12858 steps] [state (41, 73)] [goal (105, 178)] [h_dist 169]
[0/200] [12859 steps] [state (41, 72)] [goal (105, 178)] [h_dist 170]
[0/200] [12860 steps] [state (41, 71)] [goal (105, 178)] [h_dist 171]
[0/200] [12861 steps] [state (40, 71)] [goal (105, 178)] [h_dist 172]
[0/200] [12862 steps] [state (39, 71)] [goal (105, 178)] [h_dist 173]
[0/200] [12863 steps] [state (40, 71)] [goal (105, 178)] [h_dist 172]
[0/200] [12864 steps] [state (40, 72)] [goal (105, 178)] [h_dist 171]
[0/200] [12865 steps] [state (40, 73)] [goal (105, 178)] [h_dist 170]
[0/200] [12866 steps] [state (39, 73)] [goal (105, 178)] [h_dist 171]
[0/200] [12867 steps] [state (40, 73)] [goal (105, 178)] [h_dist 170]
[0/200] [12868 steps] [state (39, 73)] [goal (105, 178)] [h_dist 171]
[0/200] [12869 steps] [state (38, 73)] [goal (105, 178)] [h_dist 172]
[0/200] [12870 steps] [state (39, 73)] [goal (105, 178)] [h_dist 171]
[0/200] [12871 steps] [state (38, 73)] [goal (105, 178)] [h_dist 172]
[0/200] [12872 steps] [state (38, 72)] [goal (105, 178)] [h_dist 173]
[0/200] [12873 steps] [state (38, 73)] [goal (105, 178)] [h_dist 172]
[0/200] [12874 steps] [state (38, 74)] [goal (105, 178)] [h_dist 171]
[0/200] [12875 steps] [state (38, 73)] [goal (105, 178)] [h_dist 172]
[0/200] [12876 steps] [state (38, 72)] [goal (105, 178)] [h_dist 173]
[0/200] [12877 steps] [state (38, 73)] [goal (105, 178)] [h_dist 172]
[0/200] [12878 steps] [state (37, 73)] [goal (105, 178)] [h_dist 173]
[0/200] [12879 steps] [state (37, 74)] [goal (105, 178)] [h_dist 172]
[0/200] [12880 steps] [state (36, 74)] [goal (105, 178)] [h_dist 173]
[0/200] [12881 steps] [state (36, 75)] [goal (105, 178)] [h_dist 172]
[0/200] [12882 steps] [state (36, 74)] [goal (105, 178)] [h_dist 173]
[0/200] [12883 steps] [state (35, 74)] [goal (105, 178)] [h_dist 174]
[0/200] [12884 steps] [state (35, 75)] [goal (105, 178)] [h_dist 173]
[0/200] [12885 steps] [state (35, 74)] [goal (105, 178)] [h_dist 174]
[0/200] [12886 steps] [state (34, 74)] [goal (105, 178)] [h_dist 175]
[0/200] [12887 steps] [state (34, 73)] [goal (105, 178)] [h_dist 176]
[0/200] [12888 steps] [state (35, 73)] [goal (105, 178)] [h_dist 175]
[0/200] [12889 steps] [state (34, 73)] [goal (105, 178)] [h_dist 176]
[0/200] [12890 steps] [state (34, 74)] [goal (105, 178)] [h_dist 175]
[0/200] [12891 steps] [state (35, 74)] [goal (105, 178)] [h_dist 174]
[0/200] [12892 steps] [state (35, 75)] [goal (105, 178)] [h_dist 173]
[0/200] [12893 steps] [state (35, 76)] [goal (105, 178)] [h_dist 172]
[0/200] [12894 steps] [state (34, 76)] [goal (105, 178)] [h_dist 173]
[0/200] [12895 steps] [state (34, 77)] [goal (105, 178)] [h_dist 172]
[0/200] [12896 steps] [state (34, 78)] [goal (105, 178)] [h_dist 171]
[0/200] [12897 steps] [state (34, 77)] [goal (105, 178)] [h_dist 172]
[0/200] [12898 steps] [state (34, 76)] [goal (105, 178)] [h_dist 173]
[0/200] [12899 steps] [state (34, 75)] [goal (105, 178)] [h_dist 174]
[0/200] [12900 steps] [state (34, 74)] [goal (105, 178)] [h_dist 175]
[0/200] [12901 steps] [state (35, 74)] [goal (105, 178)] [h_dist 174]
[0/200] [12902 steps] [state (34, 74)] [goal (105, 178)] [h_dist 175]
[0/200] [12903 steps] [state (35, 74)] [goal (105, 178)] [h_dist 174]
[0/200] [12904 steps] [state (35, 73)] [goal (105, 178)] [h_dist 175]
[0/200] [12905 steps] [state (35, 74)] [goal (105, 178)] [h_dist 174]
[0/200] [12906 steps] [state (35, 73)] [goal (105, 178)] [h_dist 175]
[0/200] [12907 steps] [state (34, 73)] [goal (105, 178)] [h_dist 176]
[0/200] [12908 steps] [state (34, 72)] [goal (105, 178)] [h_dist 177]
[0/200] [12909 steps] [state (33, 72)] [goal (105, 178)] [h_dist 178]
[0/200] [12910 steps] [state (33, 71)] [goal (105, 178)] [h_dist 179]
[0/200] [12911 steps] [state (33, 72)] [goal (105, 178)] [h_dist 178]
[0/200] [12912 steps] [state (32, 72)] [goal (105, 178)] [h_dist 179]
[0/200] [12913 steps] [state (31, 72)] [goal (105, 178)] [h_dist 180]
[0/200] [12914 steps] [state (30, 72)] [goal (105, 178)] [h_dist 181]
[0/200] [12915 steps] [state (30, 73)] [goal (105, 178)] [h_dist 180]
[0/200] [12916 steps] [state (30, 72)] [goal (105, 178)] [h_dist 181]
[0/200] [12917 steps] [state (30, 73)] [goal (105, 178)] [h_dist 180]
[0/200] [12918 steps] [state (30, 74)] [goal (105, 178)] [h_dist 179]
[0/200] [12919 steps] [state (30, 73)] [goal (105, 178)] [h_dist 180]
[0/200] [12920 steps] [state (30, 74)] [goal (105, 178)] [h_dist 179]
[0/200] [12921 steps] [state (29, 74)] [goal (105, 178)] [h_dist 180]
[0/200] [12922 steps] [state (28, 74)] [goal (105, 178)] [h_dist 181]
[0/200] [12923 steps] [state (28, 74)] [goal (105, 178)] [h_dist 181]
[0/200] [12924 steps] [state (28, 74)] [goal (105, 178)] [h_dist 181]
[0/200] [12925 steps] [state (28, 74)] [goal (105, 178)] [h_dist 181]
[0/200] [12926 steps] [state (28, 73)] [goal (105, 178)] [h_dist 182]
[0/200] [12927 steps] [state (29, 73)] [goal (105, 178)] [h_dist 181]
[0/200] [12928 steps] [state (29, 74)] [goal (105, 178)] [h_dist 180]
[0/200] [12929 steps] [state (28, 74)] [goal (105, 178)] [h_dist 181]
[0/200] [12930 steps] [state (29, 74)] [goal (105, 178)] [h_dist 180]
[0/200] [12931 steps] [state (30, 74)] [goal (105, 178)] [h_dist 179]
[0/200] [12932 steps] [state (31, 74)] [goal (105, 178)] [h_dist 178]
[0/200] [12933 steps] [state (31, 75)] [goal (105, 178)] [h_dist 177]
[0/200] [12934 steps] [state (32, 75)] [goal (105, 178)] [h_dist 176]
[0/200] [12935 steps] [state (33, 75)] [goal (105, 178)] [h_dist 175]
[0/200] [12936 steps] [state (32, 75)] [goal (105, 178)] [h_dist 176]
[0/200] [12937 steps] [state (31, 75)] [goal (105, 178)] [h_dist 177]
[0/200] [12938 steps] [state (30, 75)] [goal (105, 178)] [h_dist 178]
[0/200] [12939 steps] [state (31, 75)] [goal (105, 178)] [h_dist 177]
[0/200] [12940 steps] [state (32, 75)] [goal (105, 178)] [h_dist 176]
[0/200] [12941 steps] [state (31, 75)] [goal (105, 178)] [h_dist 177]
[0/200] [12942 steps] [state (31, 74)] [goal (105, 178)] [h_dist 178]
[0/200] [12943 steps] [state (31, 73)] [goal (105, 178)] [h_dist 179]
[0/200] [12944 steps] [state (32, 73)] [goal (105, 178)] [h_dist 178]
[0/200] [12945 steps] [state (32, 74)] [goal (105, 178)] [h_dist 177]
[0/200] [12946 steps] [state (31, 74)] [goal (105, 178)] [h_dist 178]
[0/200] [12947 steps] [state (32, 74)] [goal (105, 178)] [h_dist 177]
[0/200] [12948 steps] [state (33, 74)] [goal (105, 178)] [h_dist 176]
[0/200] [12949 steps] [state (34, 74)] [goal (105, 178)] [h_dist 175]
[0/200] [12950 steps] [state (35, 74)] [goal (105, 178)] [h_dist 174]
[0/200] [12951 steps] [state (35, 73)] [goal (105, 178)] [h_dist 175]
[0/200] [12952 steps] [state (35, 74)] [goal (105, 178)] [h_dist 174]
[0/200] [12953 steps] [state (36, 74)] [goal (105, 178)] [h_dist 173]
[0/200] [12954 steps] [state (37, 74)] [goal (105, 178)] [h_dist 172]
[0/200] [12955 steps] [state (37, 75)] [goal (105, 178)] [h_dist 171]
[0/200] [12956 steps] [state (37, 76)] [goal (105, 178)] [h_dist 170]
[0/200] [12957 steps] [state (36, 76)] [goal (105, 178)] [h_dist 171]
[0/200] [12958 steps] [state (36, 77)] [goal (105, 178)] [h_dist 170]
[0/200] [12959 steps] [state (35, 77)] [goal (105, 178)] [h_dist 171]
[0/200] [12960 steps] [state (36, 77)] [goal (105, 178)] [h_dist 170]
[0/200] [12961 steps] [state (36, 76)] [goal (105, 178)] [h_dist 171]
[0/200] [12962 steps] [state (36, 75)] [goal (105, 178)] [h_dist 172]
[0/200] [12963 steps] [state (36, 74)] [goal (105, 178)] [h_dist 173]
[0/200] [12964 steps] [state (36, 75)] [goal (105, 178)] [h_dist 172]
[0/200] [12965 steps] [state (36, 74)] [goal (105, 178)] [h_dist 173]
[0/200] [12966 steps] [state (35, 74)] [goal (105, 178)] [h_dist 174]
[0/200] [12967 steps] [state (35, 73)] [goal (105, 178)] [h_dist 175]
[0/200] [12968 steps] [state (35, 72)] [goal (105, 178)] [h_dist 176]
[0/200] [12969 steps] [state (35, 71)] [goal (105, 178)] [h_dist 177]
[0/200] [12970 steps] [state (34, 71)] [goal (105, 178)] [h_dist 178]
[0/200] [12971 steps] [state (33, 71)] [goal (105, 178)] [h_dist 179]
[0/200] [12972 steps] [state (33, 70)] [goal (105, 178)] [h_dist 180]
[0/200] [12973 steps] [state (33, 69)] [goal (105, 178)] [h_dist 181]
[0/200] [12974 steps] [state (34, 69)] [goal (105, 178)] [h_dist 180]
[0/200] [12975 steps] [state (34, 68)] [goal (105, 178)] [h_dist 181]
[0/200] [12976 steps] [state (33, 68)] [goal (105, 178)] [h_dist 182]
[0/200] [12977 steps] [state (32, 68)] [goal (105, 178)] [h_dist 183]
[0/200] [12978 steps] [state (32, 69)] [goal (105, 178)] [h_dist 182]
[0/200] [12979 steps] [state (31, 69)] [goal (105, 178)] [h_dist 183]
[0/200] [12980 steps] [state (31, 70)] [goal (105, 178)] [h_dist 182]
[0/200] [12981 steps] [state (30, 70)] [goal (105, 178)] [h_dist 183]
[0/200] [12982 steps] [state (30, 69)] [goal (105, 178)] [h_dist 184]
[0/200] [12983 steps] [state (30, 68)] [goal (105, 178)] [h_dist 185]
[0/200] [12984 steps] [state (30, 67)] [goal (105, 178)] [h_dist 186]
[0/200] [12985 steps] [state (31, 67)] [goal (105, 178)] [h_dist 185]
[0/200] [12986 steps] [state (31, 66)] [goal (105, 178)] [h_dist 186]
[0/200] [12987 steps] [state (32, 66)] [goal (105, 178)] [h_dist 185]
[0/200] [12988 steps] [state (32, 67)] [goal (105, 178)] [h_dist 184]
[0/200] [12989 steps] [state (32, 66)] [goal (105, 178)] [h_dist 185]
[0/200] [12990 steps] [state (33, 66)] [goal (105, 178)] [h_dist 184]
[0/200] [12991 steps] [state (33, 65)] [goal (105, 178)] [h_dist 185]
